	artist	title	year
60	ELLIOTT MISSY & MC SOLAAR	ALL N MY GRILL	1999
61	PELLETIER BRUNO	LE TEMPS DES CATHEDRALES	1999
62	MARLEY BOB	SUN IS SHINING	1999
63	CAREY MARIAH & HOUSTON WHITNEY	WHEN YOU BELIEVE	1999
64	HOUSTON WHITNEY	HEARTBREAK HOTEL	1999
65	TARKAN	SIKIDIM	1999
66	FABIAN LARA	LA DIFFERENCE	1999
67	SKO	JUST ANOTHER DAY	1999
68	WINTER OPHELIE	ELLE PLEURE	1999
69	FABIAN LARA & HALLYDAY JOHNNY	REQUIEM POUR UN FOU	1999
70	TARKAN	BU GECE	1999
71	KAY KIM	LILALI	1999
72	SHANKARA	INDIAN LOVE	1999
73	SEGARA HELENE	LES VALLEES D'IRLANDE	1999
74	EMILE & IMAGES	JUSQU'AU BOUT DE LA NUIT	1999
75	PIERPOLJAK	JE SAIS PAS JOUER	1999
76	NOA	BABEL	1999
77	FARMER MYLENE	JE TE RENDS TON AMOUR	1999
78	FARMER MYLENE	SOUVIENS-TOI DU JOUR	1999
79	JESSICA	TELL ME WHAT YOU LIKE	1999
80	DION CELINE	S'IL SUFFISAIT D'AIMER	1999
81	RISQUEE	UPSIDE DOWN	1999
82	PAGNY FLORENT	JOLIE MOME	1999
83	LOPEZ JENNIFER	WAITING FOR TONIGHT	1999
84	DION CELINE	ON NE CHANGE PAS	1999
85	VIBE	NO BLAGGADDA	1999
86	LIQUIDO	NARCOTIC	1999
87	MYTHOS & DJ COSMO	UNCHAINED MELODY	1999
88	ORGANIZ'	CAN WE TALK ABOUT IT	1999
89	ATB	DON'T STOP	1999
90	CUNNIE WILLIAMS	SATURDAY	1999
91	FAUDEL	DIS MOI	1999
92	MODERN TALKING	YOU ARE NOT ALONE	1999
93	LAAM	LES ENFANTS DE L'AN 2000	1999
94	A+	ENJOY YOURSELF	1999
95	CHAYANNE	SALOME	1999
96	AGOSTINO GIGI D'	BLA BLA BLA	1999
97	SAVAGE GARDEN	TO THE MOON & BACK	1999
98	VENGABOYS	WE RE GOING TO IBIZA	1999
99	666	BOMBA !	1999
0	YANNICK	CES SOIREES LA	2000
1	BAQUET G. & SARGUE D. & D'AVILLA P.	LES ROIS DU MONDE (ROMEO & JULIETTE)	2000
2	ALIZEE	MOI...LOLITA	2000
3	LEVI DANIEL	L'ENVIE D'AIMER (LES DIX COMMANDEMENTS)	2000
4	SARGUE DAMIEN & CECILIA CARA	AIMER  DE LA HAINE A L'AMOUR	2000
5	ANASTACIA	I'M OUTTA LOVE	2000
6	SAIAN SUPA CREW	ANGELA	2000
7	SANTANA	MARIA MARIA	2000
8	ASSIA	ELLE EST A TOI	2000
9	JONES TOM & MOUSSE T	SEX BOMB	2000
10	SEGARA HELENE	ELLE, TU L'AIMES	2000
11	R KELLY	IF I COULD TURN BACK THE HANDS OF TIMES	2000
12	EIFFEL 65	MOVE YOUR BODY	2000
13	LADY	EASY LOVE	2000
14	SEGARA HELENE	IL Y A TROP DE GENS QUI T'AIMENT	2000
15	EMINEM	THE REAL SLIM SHADY	2000
16	DISIZ LA PESTE	J'PETE LES PLOMBS	2000
17	SUPERFUNK	LUCKY STAR	2000
18	FRENCH AFFAIR	MY HEART GOES BOOM	2000
19	BOULAY ISABELLE	PARLES-MOI	2000
20	MODJO	LADY (HEAR ME TONIGHT)	2000
21	TWAIN SHANIA	MAN I FEEL LIKE A WOMAN	2000
22	ANGELI EVE	AVANT DE PARTIR	2000
23	BOMFUNK MC'S	FREESTYLER	2000
24	SPOOKS	THINGS I'VE SEEN	2000
25	MADONNA	MUSIC	2000
26	STING & CHEB MAMI	DESERT ROSE	2000
27	ARENA TINA	LES 3 CLOCHES	2000
28	EMINEM	STAN	2000
29	SAWT EL ATLAS	NE ME JUGEZ PAS	2000
30	SPEARS BRITNEY	OOPS!... I DID IT AGAIN	2000
31	BOUGA	COMME UN AIMANT/BELSUNCE BREAKDOWN	2000
32	SONIQUE	IT FEELS SO GOOD	2000
33	MATT	12/0013	2000
34	ATC	AROUND THE WORLD LA LA LA LA	2000
35	RED AXELLE	PARCE QUE C'EST TOI	2000
36	NOAH YANNICK	SIMON PAPA TARA	2000
37	D'AGOSTINO GIGI	THE RIDDLE	2000
38	MOBY	NATURAL BLUES (OOH LORDY TROUBLE SO HARD)	2000
39	MARY MARY	SHACKLES (PRAISE YOU)	2000
40	TWAIN SHANIA	THAT DON'T IMPRESS ME MUCH	2000
41	DAFT PUNK	ONE MORE TIME	2000
42	ALL SAINTS	PURE SHORES	2000
43	MADONNA	AMERICAN PIE	2000
44	AMA SHOLA	STILL BELIEVE	2000
45	BACCARDI PIT	SI LOIN DE TOI	2000
46	113	TONTON DU BLED	2000
47	LORCA SEBASTIEN & LACEN SONIA	TU ME MANQUES DEPUIS LONGTEMPS	2000
48	PAGNY FLORENT	ET UN JOUR UNE FEMME	2000
49	VILAFRANCA PABLO	LA PEINE MAXIMUM/LES DIX COMMANDEMENTS	2000
50	BEGA LOU	MAMBO MAMBO	2000
51	JACKY & BEN-J	LE BILAN	2000
52	ALIZEE	L'ALIZE	2000
53	SEGARA HELENE	PARLEZ MOI DE NOUS	2000
54	SISQO	THONG SONG	2000
55	BEGA LOU	I GOT A GIRL	2000
56	MELANIE C	NEVER BE THE SAME AGAIN	2000
57	PEARL LUCY	DON'T MESS WITH MY MAN	2000
58	SPEARS BRITNEY	BORN TO MAKE YOU HAPPY	2000
59	BON JOVI	IT'S MY LIFE	2000
60	LIMP BIZKIT	TAKE A LOOK AROUND (BOF)	2000
61	BRUEL PATRICK	AU CAFE DES DELICES	2000
62	SPEARS BRITNEY	YOU DRIVE ME CRAZY	2000
63	LADY LAISTEE	ET SI...?	2000
64	MULTI-INTERPRETES	NOEL ENSEMBLE (100 ARTISTES ENSEMBLE CONTRE LE SIDA)	2000
65	DESTINY'S CHILD	SAY MY NAME	2000
66	RAYDEL	HEY ARRIBA	2000
67	SPILLER	GROOVE JET IF THIS AIN'T LOVE	2000
68	MUMBA SAMANTHA	GOTTA TELL YOU	2000
69	HOUSTON WITHNEY & IGLESIAS ENRIQUE	COULD I HAVE THIS KISS FOREVER	2000
70	DR DRE	THE NEXT EPISODE	2000
71	BLACK LEGEND	YOU SEE THE TROUBLE WITH ME	2000
72	AALIYAH	"TRY AGAIN FROM ""ROMEO MUST DIE"" (BOF)"	2000
73	CAREY MARIAH	AGAINST ALL ODDS	2000
74	LACEN SONIA & LORCA SEBASTIEN & PAZ S.	A QUOI BON/LES MILLE ET UNE VIES D'ALI BABA	2000
75	SAEZ	JEUNE ET CON	2000
76	FARMER MYLENE	OPTIMISTIQUE-MOI	2000
77	MANAU	TOUT LE MONDE A BESOIN DE TOUT LE MONDE	2000
78	BRUEL PATRICK	POUR LA VIE	2000
79	PINK MARTINI	JE NE VEUX PAS TRAVAILLER	2000
80	THE CORRS	BREATHLESS	2000
81	BEGA LOU	MAMBO N 5	2000
82	BRAXTON  TONI	HE WASN T MAN ENOUGH	2000
83	LAAM	LES ENFANTS DE L'AN 2000	2000
84	THE LAWYER	I WANNA MMM...	2000
85	JORDAN MONTELL	GET IT ON	2000
86	FLOORFILLA	ANTHEM   4	2000
87	FABIAN LARA	I WILL LOVE AGAIN	2000
88	BOF	MILLENAIRE (BOF)/TROP DE POLEMIQUES (BOF)	2000
89	SANTANA & THOMAS ROB	SMOOTH	2000
90	DE PALMAS GERALD	J'EN REVE ENCORE	2000
91	MYSTIK	FRUIT DEFENDU	2000
92	DARUDE	SANDSTORM	2000
93	DADDY DJ	DADDY DJ	2000
94	AGUILERA CHRISTINA	WHAT A GIRL WANTS	2000
95	ANDERSON CHRIS & DJ ROBBIE	LAST NIGHT	2000
96	ALICE DEEJAY	BACK IN MY LIFE	2000
97	YANNICK	FAIS CE QU'IL TE PLAIT	2000
98	DESTINY'S CHILD	INDEPENDENT WOMAN/JUMPIN JUMPIN	2000
99	SPEARS BRITNEY	LUCKY	2000
0	STAR ACADEMY	LA MUSIQUE	2001
1	L5 (POPSTARS)	TOUTES LES FEMMES DE TA VIE	2001
2	GAROU	SEUL	2001
3	DADDY DJ	DADDY DJ	2001
4	LES LOFTEURS	UP & DOWN - LEUR HYMNE OFFICIEL	2001
5	GERI HALLIWELL	IT'S RAINING MEN	2001
6	SHAGGY	IT WASN'T ME	2001
7	KYLIE MINOGUE	CAN'T GET YOU OUT OF MY HEAD	2001
8	LORIE	PRÈS DE MOI	2001
9	GAROU & CELINE DION	SOUS LE VENT	2001
10	DA MUTTZ	WASSUUP !!!	2001
11	MC SOLAAR	HASTA LA VISTA	2001
12	AXEL BAUER & ZAZIE	A MA PLACE	2001
13	MARY J BLIGE	FAMILY AFFAIR	2001
14	YANNICK NOAH	LA VOIX DES SAGES	2001
15	MATT	R&B 2 RUE	2001
16	THE SUPERMEN LOVERS	STARLIGHT	2001
17	MICHAEL JACKSON	YOU ROCK MY WORLD	2001
18	MC SOLAAR	SOLAAR PLEURE	2001
19	NUTTEA	TROP PEU DE TEMPS	2001
20	ALIZEE	L'ALIZE	2001
21	MANU CHAO	ME GUSTAS TU	2001
22	DANTE THOMAS	MISS CALIFORNIA	2001
23	LEANN RIMES	CAN'T FIGHT THE MOONLIGHT	2001
24	NUTTEA	ELLE TE REND DINGUE (POOM POOM SHORT)	2001
25	SULLY SEFIL	J'VOULAIS	2001
26	FROGGY MIX	NO NAGGING (NA-NA, NA, NA, NA)	2001
27	NATASHA ST-PIER	JE N' AI QUE MON AME	2001
28	BILLY CRAWFORD	TRACKIN'	2001
29	LIL BOW WOW	THAT' S MY NAME	2001
30	BEBE CHARLI	K.K.O.Q.Q.	2001
31	MYLENE FARMER & SEAL	LES MOTS	2001
32	NOIR DESIR	LE VENT NOUS PORTERA	2001
33	DIDO	HERE WITH ME	2001
34	EVE ANGELI	ELLE	2001
35	USHER	U REMIND ME	2001
36	LORIE	JE SERAI (TA MEILLEURE AMIE)	2001
37	GALLEON	SO, I BEGIN	2001
38	JANET JACKSON	ALL FOR YOU	2001
39	DISCONNECTION LOFTMUSIC	MY ONLY LOVE	2001
40	GERALD DE PALMAS	J'EN REVE ENCORE	2001
41	ROBBIE WILLIAMS	SUPREME	2001
42	CLEMENCE & JOHNNY HALLYDAY	ON A TOUS BESOIN D'AMOUR	2001
43	SHAGGY	ANGEL	2001
44	OUTKAST	MS. JACKSON	2001
45	DADDY DJ	THE GIRL IN RED	2001
46	GORILLAZ	CLINT EASTWOOD	2001
47	LE WAKA	BOB & VANESSA	2001
48	LIANE FOLY	ON A TOUS LE DROIT	2001
49	EMINEM	STAN	2001
50	CHRISTINA AGUILERA & MYA	LADY MARMALADE	2001
51	ALIZEE	MOI...LOLITA	2001
52	TRAVIS	SING	2001
53	WYCLEF JEAN	911	2001
54	PHOENIX	IF I EVER FEEL BETTER	2001
55	HELENE SEGARA	TU VAS ME QUITTER	2001
56	CYLIA	UN MONDE A REFAIRE	2001
57	ALIZEE	GOURMANDISES	2001
58	ALIZEE	PARLER TOUT BAS	2001
59	EVE ANGELI	AVANT DE PARTIR	2001
60	BRANDY & RAY J	ANOTHER DAY IN PARADISE	2001
61	JENNIFER LOPEZ	LOVE DON'T COST A THING	2001
62	MULTI-INTERPRETES	VERONE (EXTRAIT DE ROMEO ET JULIETTE)	2001
63	BRITNEY SPEARS	I'M A SLAVE 4 U	2001
64	LARA FABIAN	J'Y CROIS ENCORE	2001
65	PRISCILLA	QUAND JE SERAI JEUNE	2001
66	DAFT PUNK	ONE MORE TIME	2001
67	JULIE ZENATTI	SI JE M'EN SORS	2001
68	MARC LAVOINE & CRISTINA MAROCCO	J'AI TOUT OUBLIE	2001
69	DESTINY'S CHILD	SURVIVOR	2001
70	JEAN-MARIE BIGARD	LA LA LA	2001
71	CRAIG DAVID	WALKING AWAY	2001
72	ASSIA	LA-BAS	2001
73	KELLY JOYCE	VIVRE LA VIE	2001
74	D. SARGUE & P. D'AVILLA & G. BAQUET	LES ROIS DU MONDE (ROMEO & JULIETTE)	2001
75	ZAZIE	RUE DE LA PAIX	2001
76	DANIEL LEVI	L'ENVIE D'AIMER (LES DIX COMMANDEMENTS)	2001
77	WALLEN	CELLE QUI A DIT NON	2001
78	EVE	WHO' S THAT GIRL?	2001
79	GINIE LINE	LE DILEMME (LES DIX COMMANDEMENTS)	2001
80	WESTLIFE	UPTOWN GIRL	2001
81	ONE-T	MUSIC IS THE ONE-T ODC	2001
82	MATT	CENDRILLON DU GHETTO	2001
83	JALANE	FEMMES (CETTE FOIS, JE SAIS...)	2001
84	CRAIG DAVID	SEVEN DAYS	2001
85	JENNIFER LOPEZ	AIN'T IT FUNNY	2001
86	ALICIA KEYS	FALLIN'	2001
87	MADEMOISELLE	DO YOU LOVE ME	2001
88	SAMANTHA MUMBA	GOTTA TELL YOU	2001
89	DESTINY'S CHILD	BOOTYLICIOUS	2001
90	ANASTACIA	NOT THAT KIND	2001
91	NELLY FURTADO	I'M LIKE A BIRD	2001
92	EVE & STEFANI GWEN	LET ME BLOW YA MIND	2001
93	B-BOYS	WHAZZAAH	2001
94	LES FASCAGAT	LE COCHON DANS LE MAÏS	2001
95	BUSTAFUNK	RUN BABY RUN (GENERIQUE DE STAR ACADEMY)	2001
96	GENCODE UNIQUE	CODE 342	2001
97	TITIYO	COME ALONG	2001
98	YANNICK NOAH	SIMON PAPA TARA	2001
99	R KELLY	FIESTA AND FIESTA (REMIX)	2001
0	LAS KETCHUP	THE KETCHUP SONG (ASEREJE)	2002
1	BRATISLA BOYS	STACH STACH	2002
2	SHAKIRA	WHENEVER WHEREVER	2002
3	JOHNNY HALLYDAY	MARIE	2002
4	INDOCHINE	J'AI DEMANDE A LA LUNE	2002
5	NATASHA ST-PIER	TU TROUVERAS	2002
6	UMBERTO TOZZI & LENA KA	TI AMO (RIEN QUE DES MOTS)	2002
7	ROHFF	QUI EST L'EXEMPLE ?	2002
8	RENAUD & AXELLE RED	MANHATTAN-KABOUL	2002
9	MULTI-INTERPRETES	STAR ACADEMY 2 - MUSIQUE	2002
10	STAR ACADEMY	LA MUSIQUE	2002
11	MARLENE & PHIL BARNEY	UN ENFANT DE TOI	2002
12	MAD HOUSE	LIKE A PRAYER	2002
13	JOHNNY HALLYDAY	TOUS ENSEMBLE	2002
14	EMINEM	WITHOUT ME	2002
15	JEAN PASCAL	L'AGITATEUR	2002
16	DAVID GUETTA	LOVE DON'T LET ME GO	2002
17	STAR ACADEMY 2	PARIS LATINO	2002
18	MC SOLAAR	INCH' ALLAH	2002
19	MARC LAVOINE & CRISTINA MAROCCO	J'AI TOUT OUBLIE	2002
20	KING AFRICA	LA BOMBA	2002
21	WHAT FOR (POPSTARS)	PLUS HAUT	2002
22	JENIFER	AU SOLEIL	2002
23	TIZIANO FERRO	PERDONO	2002
24	MAGIC SYSTEM	PREMIER GAOU	2002
25	AFROMAN	BECAUSE I GOT HIGH	2002
26	DAVID CHARVET	JUSQU'AU BOUT	2002
27	SOPHIE ELLIS BEXTOR	MURDER ON THE DANCEFLOOR	2002
28	SHAKIRA	UNDERNEATH YOUR CLOTHES	2002
29	JENIFER	J'ATTENDS L'AMOUR	2002
30	PASCAL OBISPO	MILLESIME	2002
31	ATOMIC KITTEN	ETERNAL FLAME	2002
32	MYLENE FARMER & SEAL	LES MOTS	2002
33	LARA FABIAN	TU ES MON AUTRE	2002
34	ALICIA KEYS	FALLIN'	2002
35	KYLIE MINOGUE	CAN'T GET YOU OUT OF MY HEAD	2002
36	BILLY CRAWFORD	TRACKIN'	2002
37	MYLENE FARMER	C'EST UNE BELLE JOURNEE (REMIXES)	2002
38	CELINE DION	I'M ALIVE	2002
39	LORIE	J'AI BESOIN D'AMOUR	2002
40	CRAWFORD BILLY	YOU DIDN'T EXPECT THAT	2002
41	TRUTH HURTS	ADDICTIVE	2002
42	ETIENNE DAHO & DANI	COMME UN BOOMERANG	2002
43	JENNIFER LOPEZ FEATURING JA RULE	I'M REAL (MURDER REMIX)	2002
44	NELLY	DILEMMA	2002
45	LORIE	TOUTE SEULE	2002
46	MODELS	FAME	2002
47	L5 (POPSTARS)	TOUTES LES FEMMES DE TA VIE	2002
48	LOVE UNITED	LIVE FOR LOVE UNITED	2002
49	STAR ACADEMY	GIMME, GIMME, GIMME	2002
50	JENIFER	DES MOTS QUI RESONNENT !	2002
51	FELICIEN	CUM CUM MANIA	2002
52	LAAM & FRANK SHERBOURNE	CINDY - UN MONDE A NOUS	2002
53	RONAN KEATING	IF TOMORROW NEVER COMES	2002
54	CUNNIE WILLIAMS	COME BACK TO ME (HOUSE REMIXES)	2002
55	THE CALLING	WHEREVER YOU WILL GO	2002
56	VANESSA CARLTON	A THOUSAND MILES	2002
57	LORIE	JE SERAI (TA MEILLEURE AMIE)	2002
58	BENOIT	TOURNE TOI BENOIT	2002
59	CHRISTINA MILIAN	WHEN YOU LOOK AT ME	2002
60	KANA	PLANTATION	2002
61	SCOTTIE	1 M 73, 62 KG	2002
62	CALOGERO	EN APESANTEUR	2002
63	OPHELIE WINTER	SACHE	2002
64	EVE	GOT WHAT YOU NEED	2002
65	UB40 & NUTTEA	COVER UP	2002
66	JENNIFER LOPEZ & JADAKISS AND STYLES	JENNY FROM THE BLOCK	2002
67	JAMEL DEBBOUZE & SNOOP DOGG	MISSION CLEOPATRA	2002
68	BILLY CRAWFORD	WHEN YOU THINK ABOUT ME	2002
69	LESLIE	LE BON CHOIX	2002
70	L5 (POPSTARS)	UNE ETINCELLE	2002
71	SAYA & PASSI	TOURNER DES PAGES	2002
72	P. DIDDY & USHER & LOON	I NEED A GIRL PART ONE	2002
73	KATE RYAN	DESENCHANTEE	2002
74	ELVIS PRESLEY & JXL	A LITTLE LESS CONVERSATION	2002
75	LE 6-9	FAUT PASSER TON BAC	2002
76	TINA ARENA	TU ES TOUJOURS LA	2002
77	ANASTACIA	PAID MY DUES	2002
78	SHANIA TWAIN	I'M GONNA GETCHA GOOD	2002
79	MAD HOUSE	HOLIDAY	2002
80	LARA FABIAN	IMMORTELLE	2002
81	BRITNEY SPEARS	OVERPROTECTED	2002
82	PINK	GET THE PARTY STARTED	2002
83	MADONNA	DIE ANOTHER DAY	2002
84	LE 6-9	LE SFUR	2002
85	FAT JOE	WHAT'S LUV	2002
86	R KELLY	THE WORLD'S GREATEST	2002
87	LAURA PAUSINI	TRA TE E IL MARE/LA SOLITUDINE	2002
88	SMAN	J'AI TOUT IMAGINE	2002
89	NATASHA ST PIER	NOS RENDEZ-VOUS	2002
90	LIBERTY X	JUST A LITTLE	2002
91	MARC LAVOINE & CLAIRE KEIM	JE NE VEUX QU'ELLE	2002
92	ROBBIE WILLIAMS & NICOLE KIDMAN	SOMETHIN' STUPID	2002
93	TATU	ALL THE THINGS SHE SAID	2002
94	WEEZER	ISLAND IN THE SUN	2002
95	KYO & SITA	LE CHEMIN	2002
96	KARINE COSTA	I SAY A LITTLE PRAYER	2002
97	NICKELBACK	HOW YOU REMIND ME (GOLD MIX)	2002
98	ROHFF	5, 9, 1	2002
99	PRAISE CATS & ANDREA LOVE	SHINED ON ME	2002
0	DJ BOBO	CHIHUAHUA (PUB COCA-COLA)	2003
1	TRAGEDIE	HEY OH	2003
2	DIS L'HEURE 2 ZOUK	MA RIVALE, FIESTA LATINA	2003
3	CHIMENE BADI	ENTRE NOUS	2003
4	ALPHONSE BROWN	LE FRUNKP	2003
5	LORIE	SUR UN AIR LATINO	2003
6	HERMES HOUSE BAND & DJ OTZY	LIVE IS LIFE	2003
7	FLORENT PAGNY	MA LIBERTE DE PENSER	2003
8	DIAM'S	DJ	2003
9	MULTI-INTERPRETES	WE WILL ROCK YOU (REMIX - PUB EVIAN)	2003
10	STAR ACADEMY 3	LA BAMBA	2003
11	EMINEM	LOSE YOURSELF	2003
12	STAR ACADEMY 2	PARIS LATINO	2003
13	BENNY BENASSI & THE BIZ	SATISFACTION	2003
14	LORNA	PAPITO VEN A MI	2003
15	TATU	ALL THE THINGS SHE SAID	2003
16	STAR ACADEMY 3	L'ORANGE, WOT	2003
17	EVANESCENCE	BRING ME TO LIFE	2003
18	SHAGGY	HEY SEXY LADY	2003
19	PASCAL OBISPO	FAN	2003
20	JONATAN CERRADA	JE VOULAIS TE DIRE QUE JE T'ATTENDS	2003
21	ONE-T & COOL-T	THE MAGIC KEY	2003
22	PRISCILLA	REGARDE-MOI (TESTE MOI, DETESTE MOI)	2003
23	LAS KETCHUP	THE KETCHUP SONG (ASEREJE)	2003
24	NOLWENN LEROY	CASSE	2003
25	A LA RECHERCHE DE LA NOUVELLE STAR	LAISSONS ENTRER LE SOLEIL	2003
26	WILLY DENZEY	LE MUR DU SON	2003
27	BLUE & ELTON JOHN	SORRY SEEMS TO BE THE HARDEST WORD	2003
28	LINKUP	MON ETOILE	2003
29	THE UNDERDOG PROJECT	SUMMER JAM 2003	2003
30	SNIPER	GRAVE DANS LA ROCHE	2003
31	LESLIE	ON N' SAIT	2003
32	SEAN PAUL	GET BUSY	2003
33	SUGAR DADDY	SWEET SOCA MUSIC	2003
34	KYO	DERNIERE DANSE	2003
35	HELENE SEGARA	L'AMOUR EST UN SOLEIL	2003
36	ROBBIE WILLIAMS	FEEL	2003
37	ALIZEE	J'EN AI MARRE	2003
38	113	AU SUMMUM	2003
39	PHIL COLLINS	CAN'T STOP LOVING YOU	2003
40	FAUDEL	JE VEUX VIVRE	2003
41	KANA	PLANTATION	2003
42	SHAKIRA	OBJECTION (TANGO)	2003
43	JENIFER	DES MOTS QUI RESONNENT !	2003
44	REMY ZERO	SAVE ME ( BOF SMALLVILLE)	2003
45	MARC LAVOINE	DIS MOI QUE L'AMOUR	2003
46	DIDO	WHITE FLAG	2003
47	JENIFER	DONNE MOI LE TEMPS	2003
48	PRISCILLA	TCHOUK TCHOUK MUSIC	2003
49	JUSTIN TIMBERLAKE	CRY ME A RIVER	2003
50	JOHNNY HALLYDAY	MARIE	2003
51	B2K	BUMP BUMP BUMP	2003
52	JOEL O'CANGHA	TOUS LES HOMMES	2003
53	HOUCINE	ETRE UN HOMME COMME VOUS	2003
54	HELENE SEGARA & LAURA PAUSINI	ON N'OUBLIE JAMAIS RIEN, ON VIT AVEC	2003
55	MICKEY 3D	RESPIRE	2003
56	50 CENT	IN DA CLUB	2003
57	THIERRY AMIEL	LES MOTS BLEUS	2003
58	LORIE	A 20 ANS	2003
59	3T	STUCK ON YOU	2003
60	SEAL	LOVE'S DIVINE	2003
61	THIERRY CHAM	OCEAN	2003
62	CERENA & UMBERTO TOZZI	TOI, TU	2003
63	LORIE	WEEK END	2003
64	JUST A MAN	I'M SORRY	2003
65	SAYA	UNE FEMME AVEC UNE FEMME	2003
66	KYO & SITA	LE CHEMIN	2003
67	GARETH GATES	UNCHAINED MELODY	2003
68	JENNIFER LOPEZ & JADAKISS AND STYLES	JENNY FROM THE BLOCK	2003
69	CRAIG DAVID & STING	RISE AND FALL	2003
70	ELOQUENCE & KAYLIAH	MATCH NUL	2003
71	NIVEA	DON'T MESS WITH MY MAN	2003
72	CELINE DION	TOUT L'OR DES HOMMES	2003
73	LARA FABIAN & MAURANE	TU ES MON AUTRE	2003
74	JESSICA MARQUEZ	MARIA MAGDALENA	2003
75	TRUTH HURTS & RAKIM	ADDICTIVE	2003
76	INDOCHINE	LE GRAND SECRET	2003
77	THE BLACK EYED PEAS	WHERE IS THE LOVE ?	2003
78	RONAN KEATING & CECILIA CARA	JE T'AIME PLUS QUE TOUT	2003
79	PANJABI	MUNDIAN TO BACH KE	2003
80	EMMA	AU JOUR LE JOUR	2003
81	JOHNNY HALLYDAY	NE REVIENS PAS	2003
82	DANNII MINOGUE	I BEGIN TO WONDER	2003
83	L5 (POPSTARS)	MANIAC	2003
84	SWEET GENERATION	1,2,3	2003
85	BEYONCE	CRAZY IN LOVE	2003
86	GOMEZ & DUBOIS	RONDE DE NUIT	2003
87	MADONNA	AMERICAN LIFE	2003
88	JEAN-JACQUES GOLDMAN	ET L'ON N'Y PEUT RIEN	2003
89	JEREMY CHATELAIN	LAISSE-MOI	2003
90	FREDERICA SOREL & MELANIE COHL	CHANSON DES JUMELLES (LES DEMOISELLES DE ROCHEFORT)	2003
91	PLACEBO	THE BITTER END	2003
92	GOMEZ & DUBOIS	HOTEL COMMISSARIAT	2003
93	SINGUILA	C'EST TROP	2003
94	SHANIA TWAIN	KA-CHING	2003
95	SHAKIRA	OJOS ASI THE ONE	2003
96	BLU CANTRELL & SEAN PAUL	BREATHE	2003
97	PINK	FAMILY PORTRAIT	2003
98	ALIZEE	J'AI PAS VINGT ANS	2003
99	RENAUD & AXELLE RED	MANHATTAN-KABOUL	2003
0	O-ZONE	DRAGOSTEA DIN TEI	2004
1	K-MARO	FEMME LIKE U	2004
2	AVENTURA	OBSESION	2004
3	KAREEN ANTONN & BONNIE TYLER	SI DEMAIN...(TURN AROUND)	2004
4	STAR ACADEMY 4	LAISSEZ-MOI DANSER	2004
5	THE BLACK EYED PEAS	SHUT UP	2004
6	LESLIE	SOBRI NOTRE DESTIN	2004
7	T-RIO	(CHOOPETA) MAMAE EU QUERO	2004
8	LE 6-9	LE POULAILLER	2004
9	GAROU & MICHEL SARDOU	LA RIVIERE DE NOTRE ENFANCE	2004
10	CALOGERO & PASSI	FACE A LA MER	2004
11	LES CONARDS	COMME DES CONNARDS	2004
12	PAPI SANCHEZ	ENAMORAME	2004
13	ROYAL GIGOLOS	CALIFORNIA DREAMIN	2004
14	TRAGEDIE	GENTLEMAN	2004
15	STARSAILOR	FOUR TO THE FLOOR	2004
16	HELENE SEGARA & LAURA PAUSINI	ON N'OUBLIE JAMAIS RIEN, ON VIT AVEC	2004
17	EAMON	F**K IT (I DON'T WANT YOU BACK)	2004
18	EMMA DAUMAS	TU SERAS	2004
19	JAMELIA	SUPERSTAR	2004
20	SLAI	FLAMME	2004
21	NADIYA	PARLE-MOI	2004
22	TRAGEDIE	SEXY POUR MOI	2004
23	STAR ACADEMY 3	L'ORANGE ET WOT	2004
24	ROCH VOISINE	TANT PIS	2004
25	USHER	YEAH !	2004
26	O-ZONE	DESPRE TINE	2004
27	THE RASMUS	IN THE SHADOWS	2004
28	K-MARO	CRAZY	2004
29	NADIYA	ET C'EST PARTI	2004
30	NATASHA ST-PIER & PASCAL OBISPO	MOURIR DEMAIN	2004
31	LORIE	WEEK-END	2004
32	J-FIVE	MODERN TIMES	2004
33	DANZEL	PUMP IT UP	2004
34	113 & MAGIC SYSTEM & MOHAMED LAMINE	UN GAOU A ORAN	2004
35	MARIO WINANS	I DON'T WANNA KNOW	2004
36	STAR ACADEMY 4	EN CHANTANT	2004
37	BRITNEY SPEARS	TOXIC	2004
38	HAIDUCII	DRAGOSTEA DIN TEI	2004
39	JEAN-ROCH	CAN YOU FEEL IT	2004
40	CORNEILLE	PARCE QU'ON VIENT DE LOIN	2004
41	OUTKAST	HEY YA	2004
42	STEEVE ESTATOF	GARDE-MOI	2004
43	JENIFER	MA REVOLUTION	2004
44	SPEEDY & LUMIDEE	SIENTELO	2004
45	NADIYA	SI LOIN DE VOUS (HEY OH... PAR LA RADIO)	2004
46	PRISCILLA	TOUJOURS PAS D'AMOUR	2004
47	AFRICAN CONNECTION	AMI-OH	2004
48	WILLY DENZEY	L'ORPHELIN	2004
49	LORIE	ENSORCELEE	2004
50	ISABELLE BOULAY & JOHNNY HALLYDAY	TOUT AU BOUT DE NOS PEINES	2004
51	STRING COLOR	RAGGA STRING	2004
52	STAR ACADEMY 4	ADIEU MONSIEUR LE PROFESSEUR	2004
53	ELODIE FREGE & MICHAL	VIENS JUSQU'A MOI	2004
54	CHIMENE BADI	LE JOUR D'APRES	2004
55	ANASTACIA	LEFT OUTSIDE ALONE	2004
56	BABY BASH	SUGA SUGA	2004
57	KEVIN LYTTLE	TURN ME ON	2004
